?*I,97$E5#;9.7
?*I,98$E6#;9.8
?*I,99$E7#;9.9
?*I,100$06#;10
?*I,101$07#;10.1
?*I,102$08#;10.2
?*I,103$09#;10.3
?*I,104$0A#;10.4
?*I,105$0B#;10.5
?*I,106$0C#;10.6
?*I,107$0D#;10.7
?*I,108$0E#;10.8
?*I,109$0F#;10.9
?*I,110$07#;11
?*I,111$08#;11.1
?*I,112$09#;11.2
?*I,113$0A#;11.3
?*I,114$0B#;11.4
?*I,115$0C#;11.5
?*I,116$0D#;11.6
?*I,117$0E#;11.7
?*I,118$0F#;11.8
?*I,119$10#;11.9
?*I,120$08#;12
?*I,121$09#;12.1
?*I,122$0A#;12.2
?*I,123$0B#;12.3
?*I,124$0C#;12.4
?*I,125$0D#;12.5
?*I,126$0E#;12.6
?*I,127$0F#;12.7
?*I,128$10#;12.8
?*I,129$11#;12.9
?*I,130$09#;13
?*I,131$0A#;13.1
?*I,132$0B#;13.2
?*I,133$0C#;13.3
?*I,134$0D#;13.4
?*I,135$0E#;13.5
?*I,136$0F#;13.6
?*I,137$10#;13.7
?*I,138$11#;13.8
?*I,139$12#;13.9
?*I,140$0A#;14
?*I,141$0B#;14.1
?*I,142$0C#;14.2
?*I,143$0D#;14.3
?*I,144$0E#;14.4
?*I,145$0F#;14.5
?*I,146$10#;14.6
?*I,147$11#;14.7
?*I,148$12#;14.8
?*I,149$13#;14.9
?*I,150$0B#;15
?*I,151$0C#;15.1
?*I,152$0D#;15.2
?*I,153$0E#;15.3
?*I,154$0F#;15.4
?*I,155$10#;15.5
?*I,156$11#;15.6
?*I,157$12#;15.7
?*I,158$13#;15.8
?*I,159$14#;15.9
?*I,160$0C#;16
?*I,161$0D#;16.1
?*I,162$0E#;16.2
?*I,163$0F#;16.3
?*I,164$10#;16.4
?*I,165$11#;16.5
?*I,166$12#;16.6
?*I,167$13#;16.7
?*I,168$14#;16.8
?*I,169$15#;16.9
?*I,170$0D#;17
?*I,171$0E#;17.1
?*I,172$0F#;17.2
?*I,173$10#;17.3
?*I,174$11#;17.4
?*I,175$12#;17.5
?*I,176$13#;17.6
?*I,177$14#;17.7
?*I,178$15#;17.8
?*I,179$16#;17.9
?*I,180$0E#;18
?*I,181$0F#;18.1
?*I,182$10#;18.2
?*I,183$11#;18.3
?*I,184$12#;18.4
?*I,185$13#;18.5
?*I,186$14#;18.6
?*I,187$15#;18.7
?*I,188$16#;18.8
?*I,189$17#;18.9
?*I,190$0F#;19
?*I,191$10#;19.1
?*I,192$11#;19.2
?*I,193$12#;19.3
?*I,194$13#;19.4
?*I,195$14#;19.5
?*I,196$15#;19.6
?*I,197$16#;19.7
?*I,198$17#;19.8
?*I,199$18#;19.9
?*I,200$07#;20
?*I,201$08#;20.1
?*I,202$09#;20.2
?*I,203$0A#;20.3
?*I,204$0B#;20.4
?*I,205$0C#;20.5
?*I,206$0D#;20.6
?*I,207$0E#;20.7
?*I,208$0F#;20.8
?*I,209$10#;20.9
?*I,210$08#;21
?*I,211$09#;21.1
?*I,212$0A#;21.2
?*I,213$0B#;21.3
?*I,214$0C#;21.4
?*I,215$0D#;21.5
?*I,216$0E#;21.6
?*I,217$0F#;21.7
?*I,218$10#;21.8
?*I,219$11#;21.9
?*I,220$09#;22
?*I,221$0A#;22.1
?*I,222$0B#;22.2
?*I,223$0C#;22.3
?*I,224$0D#;22.4
?*I,225$0E#;22.5
?*I,226$0F#;22.6
?*I,227$10#;22.7
?*I,228$11#;22.8
?*I,229$12#;22.9
?*I,230$0A#;23
?*I,231$0B#;23.1
?*I,232$0C#;23.2
?*I,233$0D#;23.3
?*I,234$0E#;23.4
?*I,235$0F#;23.5
?*I,236$10#;23.6
?*I,237$11#;23.7
?*I,238$12#;23.8
?*I,239$13#;23.9
?*I,240$0B#;24
?*I,241$0C#;24.1
?*I,242$0D#;24.2
?*I,243$0E#;24.3
?*I,244$0F#;24.4
?*I,245$10#;24.5
?*I,246$11#;24.6
?*I,247$12#;24.7
?*I,248$13#;24.8
?*I,249$14#;24.9
?*I,250$0C#;25
?*I,251$0D#;25.1
?*I,252$0E#;25.2
?*I,253$0F#;25.3
?*I,254$10#;25.4
?*I,255$11#;25.5
?*I,256$12#;25.6
?*I,257$13#;25.7
?*I,258$14#;25.8
?*I,259$15#;25.9
?*I,260$0D#;26
?*I,261$0E#;26.1
?*I,262$0F#;26.2
?*I,263$10#;26.3
?*I,264$11#;26.4
?*I,265$12#;26.5
?*I,266$13#;26.6
?*I,267$14#;26.7
?*I,268$15#;26.8
?*I,269$16#;26.9
?*I,270$0E#;27
?*I,271$0F#;27.1
?*I,272$10#;27.2
?*I,273$11#;27.3
?*I,274$12#;27.4
?*I,275$13#;27.5
?*I,276$14#;27.6
?*I,277$15#;27.7
?*I,278$16#;27.8
?*I,279$17#;27.9
?*I,280$0F#;28
?*I,281$10#;28.1
?*I,282$11#;28.2
?*I,283$12#;28.3
?*I,284$13#;28.4
?*I,285$14#;28.5
?*I,286$15#;28.6
?*I,287$16#;28.7
?*I,288$17#;28.8
?*I,289$18#;28.9
?*I,290$10#;29
?*I,291$11#;29.1
?*I,292$12#;29.2
?*I,293$13#;29.3
?*I,294$14#;29.4
?*I,295$15#;29.5
?*I,296$16#;29.6
?*I,297$17#;29.7
?*I,298$18#;29.8
?*I,299$19#;29.9
?*I,300$08#;30
?*I,301$09#;30.1
?*I,302$0A#;30.2
?*I,303$0B#;30.3
?*I,304$0C#;30.4
?*I,305$0D#;30.5
?*I,306$0E#;30.6
?*I,307$0F#;30.7
?*I,308$10#;30.8
?*I,309$11#;30.9
?*I,310$09#;31
?*I,311$0A#;31.1
?*I,312$0B#;31.2
?*I,313$0C#;31.3
?*I,314$0D#;31.4
?*I,315$0E#;31.5
?*I,316$0F#;31.6
?*I,317$10#;31.7
?*I,318$11#;31.8
?*I,319$12#;31.9
?*I,320$0A#;32
?*I,321$0B#;32.1
?*I,322$0C#;32.2
?*I,323$0D#;32.3
?*I,324$0E#;32.4
?*I,325$0F#;32.5
?*I,326$10#;32.6
?*I,327$11#;32.7
?*I,328$12#;32.8
?*I,329$13#;32.9
?*I,330$0B#;33
?*I,331$0C#;33.1
?*I,332$0D#;33.2
?*I,333$0E#;33.3
?*I,334$0F#;33.4
?*I,335$10#;33.5
?*I,336$11#;33.6
?*I,337$12#;33.7
?*I,338$13#;33.8
?*I,339$14#;33.9
?*I,340$0C#;34
?*I,341$0D#;34.1
?*I,342$0E#;34.2
?*I,343$0F#;34.3
?*I,344$10#;34.4
?*I,345$11#;34.5
?*I,346$12#;34.6
?*I,347$13#;34.7
?*I,348$14#;34.8
?*I,349$15#;34.9
?*I,350$0D#;35
?*I,351$0E#;35.1
?*I,352$0F#;35.2
?*I,353$10#;35.3
?*I,354$11#;35.4
?*I,355$12#;35.5
?*I,356$13#;35.6
?*I,357$14#;35.7
?*I,358$15#;35.8
?*I,359$16#;35.9
?*I,360$0E#;36
?*I,361$0F#;36.1
?*I,362$10#;36.2
?*I,363$11#;36.3
?*I,364$12#;36.4
?*I,365$13#;36.5
?*I,366$14#;36.6
?*I,367$15#;36.7
?*I,368$16#;36.8
?*I,369$17#;36.9
?*I,370$0F#;37
?*I,371$10#;37.1
?*I,372$11#;37.2
?*I,373$12#;37.3
?*I,374$13#;37.4
?*I,375$14#;37.5
?*I,376$15#;37.6
?*I,377$16#;37.7
?*I,378$17#;37.8
?*I,379$18#;37.9
?*I,380$10#;38
?*I,381$11#;38.1
?*I,382$12#;38.2
?*I,383$13#;38.3
?*I,384$14#;38.4
?*I,385$15#;38.5
?*I,386$16#;38.6
?*I,387$17#;38.7
?*I,388$18#;38.8
?*I,389$19#;38.9
?*I,390$11#;39
?*I,391$12#;39.1
?*I,392$13#;39.2
?*I,393$14#;39.3
?*I,394$15#;39.4
?*I,395$16#;39.5
?*I,396$17#;39.6
?*I,397$18#;39.7
?*I,398$19#;39.8
?*I,399$1A#;39.9
?*I,400$09#;40
?*I,401$0A#;40.1
?*I,402$0B#;40.2
?*I,403$0C#;40.3
?*I,404$0D#;40.4
?*I,405$0E#;40.5
?*I,406$0F#;40.6
?*I,407$10#;40.7
?*I,408$11#;40.8
?*I,409$12#;40.9
?*I,410$0A#;41
?*I,411$0B#;41.1
?*I,412$0C#;41.2
?*I,413$0D#;41.3
?*I,414$0E#;41.4
?*I,415$0F#;41.5
?*I,416$10#;41.6
?*I,417$11#;41.7
?*I,418$12#;41.8
?*I,419$13#;41.9
?*I,420$0B#;42
?*I,421$0C#;42.1
?*I,422$0D#;42.2
?*I,423$0E#;42.3
?*I,424$0F#;42.4
?*I,425$10#;42.5
?*I,426$11#;42.6
?*I,427$12#;42.7
?*I,428$13#;42.8
?*I,429$14#;42.9
?*I,430$0C#;43
?*I,431$0D#;43.1
?*I,432$0E#;43.2
?*I,433$0F#;43.3
?*I,434$10#;43.4
?*I,435$11#;43.5
?*I,436$12#;43.6
?*I,437$13#;43.7
?*I,438$14#;43.8
?*I,439$15#;43.9
?*I,440$0D#;44
?*I,441$0E#;44.1
?*I,442$0F#;44.2
?*I,443$10#;44.3
?*I,444$11#;44.4
?*I,445$12#;44.5
?*I,446$13#;44.6
?*I,447$14#;44.7
?*I,448$15#;44.8
?*I,449$16#;44.9
?*I,450$0E#;45
?*I,451$0F#;45.1
?*I,452$10#;45.2
?*I,453$11#;45.3
?*I,454$12#;45.4
?*I,455$13#;45.5
?*I,456$14#;45.6
?*I,457$15#;45.7
?*I,458$16#;45.8
?*I,459$17#;45.9
?*I,460$0F#;46
?*I,461$10#;46.1
?*I,462$11#;46.2
?*I,463$12#;46.3
?*I,464$13#;46.4
?*I,465$14#;46.5
?*I,466$15#;46.6
?*I,467$16#;46.7
?*I,468$17#;46.8
?*I,469$18#;46.9
?*I,470$10#;47
?*I,471$11#;47.1
?*I,472$12#;47.2
?*I,473$13#;47.3
?*I,474$14#;47.4
?*I,475$15#;47.5
?*I,476$16#;47.6
?*I,477$17#;47.7
?*I,478$18#;47.8
?*I,479$19#;47.9
?*I,480$11#;48
?*I,481$12#;48.1
?*I,482$13#;48.2
?*I,483$14#;48.3
?*I,484$15#;48.4
?*I,485$16#;48.5
?*I,486$17#;48.6
?*I,487$18#;48.7
?*I,488$19#;48.8
?*I,489$1A#;48.9
?*I,490$12#;49
?*I,491$13#;49.1
?*I,492$14#;49.2
?*I,493$15#;49.3
?*I,494$16#;49.4
?*I,495$17#;49.5
?*I,496$18#;49.6
?*I,497$19#;49.7
?*I,498$1A#;49.8
?*I,499$1B#;49.9
?*I,500$0A#;50
?*I,501$0B#;50.1
?*I,502$0C#;50.2
?*I,503$0D#;50.3
?*I,504$0E#;50.4
?*I,505$0F#;50.5
?*I,506$10#;50.6
?*I,507$11#;50.7
?*I,508$12#;50.8
?*I,509$13#;50.9
?*I,510$0B#;51
?*I,511$0C#;51.1
?*I,512$0D#;51.2
?*I,513$0E#;51.3
?*I,514$0F#;51.4
?*I,515$10#;51.5
?*I,516$11#;51.6
?*I,517$12#;51.7
?*I,518$13#;51.8
?*I,519$14#;51.9
?*I,520$0C#;52
?*I,521$0D#;52.1
?*I,522$0E#;52.2
?*I,523$0F#;52.3
?*I,524$10#;52.4
?*I,525$11#;52.5
?*I,526$12#;52.6
?*I,527$13#;52.7
?*I,528$14#;52.8
?*I,529$15#;52.9
?*I,530$0D#;53
?*I,531$0E#;53.1
?*I,532$0F#;53.2
?*I,533$10#;53.3
?*I,534$11#;53.4
?*I,535$12#;53.5
?*I,536$13#;53.6
?*I,537$14#;53.7
?*I,538$15#;53.8
?*I,539$16#;53.9
?*I,540$0E#;54
?*I,541$0F#;54.1
?*I,542$10#;54.2
?*I,543$11#;54.3
?*I,544$12#;54.4
?*I,545$13#;54.5
?*I,546$14#;54.6
?*I,547$15#;54.7
?*I,548$16#;54.8
?*I,549$17#;54.9
?*I,550$0F#;55
?*I,551$10#;55.1
?*I,552$11#;55.2
?*I,553$12#;55.3
?*I,554$13#;55.4
?*I,555$14#;55.5
?*I,556$15#;55.6
?*I,557$16#;55.7
?*I,558$17#;55.8
?*I,559$18#;55.9
?*I,560$10#;56
?*I,561$11#;56.1
?*I,562$12#;56.2
?*I,563$13#;56.3
?*I,564$14#;56.4
?*I,565$15#;56.5
?*I,566$16#;56.6
?*I,567$17#;56.7
?*I,568$18#;56.8
?*I,569$19#;56.9
?*I,570$11#;57
?*I,571$12#;57.1
?*I,572$13#;57.2
?*I,573$14#;57.3
?*I,574$15#;57.4
?*I,575$16#;57.5
?*I,576$17#;57.6
?*I,577$18#;57.7
?*I,578$19#;57.8
?*I,579$1A#;57.9
?*I,580$12#;58
?*I,581$13#;58.1
?*I,582$14#;58.2
?*I,583$15#;58.3
?*I,584$16#;58.4
?*I,585$17#;58.5
?*I,586$18#;58.6
?*I,587$19#;58.7
?*I,588$1A#;58.8
?*I,589$1B#;58.9
?*I,590$13#;59
?*I,591$14#;59.1
?*I,592$15#;59.2
?*I,593$16#;59.3
?*I,594$17#;59.4
?*I,595$18#;59.5
?*I,596$19#;59.6
?*I,597$1A#;59.7
?*I,598$1B#;59.8
?*I,599$1C#;59.9
?*I,600$0B#;60
?*I,601$0C#;60.1
?*I,602$0D#;60.2
?*I,603$0E#;60.3
?*I,604$0F#;60.4
?*I,605$10#;60.5
?*I,606$11#;60.6
?*I,607$12#;60.7
?*I,608$13#;60.8
?*I,609$14#;60.9
?*I,610$0C#;61
?*I,611$0D#;61.1
?*I,612$0E#;61.2
?*I,613$0F#;61.3
?*I,614$10#;61.4
?*I,615$11#;61.5
?*I,616$12#;61.6
?*I,617$13#;61.7
?*I,618$14#;61.8
?*I,619$0C#;61.9
?*I,620$0D#;62
?*I,621$0E#;62.1
?*I,622$0F#;62.2
?*I,623$10#;62.3
?*I,624$11#;62.4
?*I,625$12#;62.5
?*I,626$13#;62.6
?*I,627$14#;62.7
?*I,628$0C#;62.8
?*I,629$0D#;62.9
?*I,630$0E#;63
?*I,631$0F#;63.1
?*I,632$10#;63.2
?*I,633$11#;63.3
?*I,634$12#;63.4
?*I,635$13#;63.5
?*I,636$14#;63.6
?*I,637$0C#;63.7
?*I,638$0D#;63.8
?*I,639$0E#;63.9
?*I,640$0F#;64
?*I,641$10#;64.1
?*I,642$11#;64.2
?*I,643$12#;64.3
?*I,644$13#;64.4
?*I,645$14#;64.5
?*I,646$0C#;64.6
?*I,647$0D#;64.7
?*I,648$0E#;64.8
?*I,649$0F#;64.9
?*I,650$10#;65
?*I,651$11#;65.1
?*I,652$12#;65.2
?*I,653$13#;65.3
?*I,654$14#;65.4
?*I,655$15#;65.5
?*I,656$16#;65.6
?*I,657$17#;65.7
?*I,658$18#;65.8
?*I,659$19#;65.9
?*I,660$11#;66
?*I,661$12#;66.1
?*I,662$13#;66.2
?*I,663$14#;66.3
?*I,664$15#;66.4
?*I,665$16#;66.5
?*I,666$17#;66.6
?*I,667$18#;66.7
?*I,668$19#;66.8
?*I,669$1A#;66.9
?*I,670$12#;67
?*I,671$13#;67.1
?*I,672$14#;67.2
?*I,673$15#;67.3
?*I,674$16#;67.4
?*I,675$17#;67.5
?*I,676$18#;67.6
?*I,677$19#;67.7
?*I,678$1A#;67.8
?*I,679$1B#;67.9
?*I,680$13#;68
?*I,681$14#;68.1
?*I,682$15#;68.2
?*I,683$16#;68.3
?*I,684$17#;68.4
?*I,685$18#;68.5
?*I,686$19#;68.6
?*I,687$1A#;68.7
?*I,688$1B#;68.8
?*I,689$1C#;68.9
?*I,690$14#;69
?*I,691$15#;69.1
?*I,692$16#;69.2
?*I,693$17#;69.3
?*I,694$18#;69.4
?*I,695$19#;69.5
?*I,696$1A#;69.6
?*I,697$1B#;69.7
?*I,698$1C#;69.8
?*I,699$1D#;69.9
?*I,700$0C#;70
?*I,701$0D#;70.1
?*I,702$0E#;70.2
?*I,703$0F#;70.3
?*I,704$10#;70.4
?*I,705$11#;70.5
?*I,706$12#;70.6
?*I,707$13#;70.7
?*I,708$14#;70.8
?*I,709$15#;70.9
?*I,710$0D#;71
?*I,711$0E#;71.1
?*I,712$0F#;71.2
?*I,713$10#;71.3
?*I,714$11#;71.4
?*I,715$12#;71.5
?*I,716$13#;71.6
?*I,717$14#;71.7
?*I,718$15#;71.8
?*I,719$16#;71.9
?*I,720$0E#;72
?*I,721$0F#;72.1
?*I,722$10#;72.2
?*I,723$11#;72.3
?*I,724$12#;72.4
?*I,725$13#;72.5
?*I,726$14#;72.6
?*I,727$15#;72.7
?*I,728$16#;72.8
?*I,729$17#;72.9
?*I,730$0F#;73
?*I,731$10#;73.1
?*I,732$11#;73.2
?*I,733$12#;73.3
?*I,734$13#;73.4
?*I,735$14#;73.5
?*I,736$15#;73.6
?*I,737$16#;73.7
?*I,738$17#;73.8
?*I,739$18#;73.9
?*I,740$10#;74
?*I,741$11#;74.1
?*I,742$12#;74.2
?*I,743$13#;74.3
?*I,744$14#;74.4
?*I,745$15#;74.5
?*I,746$16#;74.6
?*I,747$17#;74.7
?*I,748$18#;74.8
?*I,749$19#;74.9
?*I,750$11#;75
?*I,751$12#;75.1
?*I,752$13#;75.2
?*I,753$14#;75.3
?*I,754$15#;75.4
?*I,755$16#;75.5
?*I,756$17#;75.6
?*I,757$18#;75.7
?*I,758$19#;75.8
?*I,759$1A#;75.9
?*I,760$12#;76
?*I,761$13#;76.1
?*I,762$14#;76.2
?*I,763$15#;76.3
?*I,764$16#;76.4
?*I,765$17#;76.5
?*I,766$18#;76.6
?*I,767$19#;76.7
?*I,768$1A#;76.8
?*I,769$1B#;76.9
?*I,770$13#;77
?*I,771$14#;77.1
?*I,772$15#;77.2
?*I,773$16#;77.3
?*I,774$17#;77.4
?*I,775$18#;77.5
?*I,776$19#;77.6
?*I,777$1A#;77.7
?*I,778$1B#;77.8
?*I,779$1C#;77.9
?*I,780$14#;78
?*I,781$15#;78.1
?*I,782$16#;78.2
?*I,783$17#;78.3
?*I,784$18#;78.4
?*I,785$19#;78.5
?*I,786$1A#;78.6
?*I,787$1B#;78.7
?*I,788$1C#;78.8
?*I,789$1D#;78.9
?*I,790$15#;79
?*I,791$16#;79.1
?*I,792$17#;79.2
?*I,793$18#;79.3
?*I,794$19#;79.4
?*I,795$1A#;79.5
?*I,796$1B#;79.6
?*I,797$1C#;79.7
?*I,798$1D#;79.8
?*I,799$1E#;79.9
?*I,800$0D#;80
?*I,801$0E#;80.1
?*I,802$0F#;80.2
?*I,803$10#;80.3
?*I,804$11#;80.4
?*I,805$12#;80.5
?*I,806$13#;80.6
?*I,807$14#;80.7
?*I,808$15#;80.8
?*I,809$16#;80.9
?*I,810$0E#;81
?*I,811$0F#;81.1
?*I,812$10#;81.2
?*I,813$11#;81.3
?*I,814$12#;81.4
?*I,815$13#;81.5
?*I,816$14#;81.6
?*I,817$15#;81.7
?*I,818$16#;81.8
?*I,819$17#;81.9
?*I,820$0F#;82
?*I,821$10#;82.1
?*I,822$11#;82.2
?*I,823$12#;82.3
?*I,824$13#;82.4
?*I,825$14#;82.5
?*I,826$15#;82.6
?*I,827$16#;82.7
?*I,828$17#;82.8
?*I,829$18#;82.9
?*I,830$10#;83
?*I,831$11#;83.1
?*I,832$12#;83.2
?*I,833$13#;83.3
?*I,834$14#;83.4
?*I,835$15#;83.5
?*I,836$16#;83.6
?*I,837$17#;83.7
?*I,838$18#;83.8
?*I,839$19#;83.9
?*I,840$11#;84
?*I,841$12#;84.1
?*I,842$13#;84.2
?*I,843$14#;84.3
?*I,844$15#;84.4
?*I,845$16#;84.5
?*I,846$17#;84.6
?*I,847$18#;84.7
?*I,848$19#;84.8
?*I,849$1A#;84.9
?*I,850$12#;85
?*I,851$13#;85.1
?*I,852$14#;85.2
?*I,853$15#;85.3
?*I,854$16#;85.4
?*I,855$17#;85.5
?*I,856$18#;85.6
?*I,857$19#;85.7
?*I,858$1A#;85.8
?*I,859$1B#;85.9
?*I,860$13#;86
?*I,861$14#;86.1
?*I,862$15#;86.2
?*I,863$16#;86.3
?*I,864$17#;86.4
?*I,865$18#;86.5
?*I,866$19#;86.6
?*I,867$1A#;86.7
?*I,868$1B#;86.8
?*I,869$1C#;86.9
?*I,870$14#;87
?*I,871$15#;87.1
?*I,872$16#;87.2
?*I,873$17#;87.3
?*I,874$18#;87.4
?*I,875$19#;87.5
?*I,876$1A#;87.6
?*I,877$1B#;87.7
?*I,878$1C#;87.8
?*I,879$1D#;87.9
?*I,880$15#;88
?*I,881$16#;88.1
?*I,882$17#;88.2
?*I,883$18#;88.3
?*I,884$19#;88.4
?*I,885$1A#;88.5
?*I,886$1B#;88.6
?*I,887$1C#;88.7
?*I,888$1D#;88.8
?*I,889$1E#;88.9
?*I,890$16#;89
?*I,891$17#;89.1
?*I,892$18#;89.2
?*I,893$19#;89.3
?*I,894$1A#;89.4
?*I,895$1B#;89.5
?*I,896$1C#;89.6
?*I,897$1D#;89.7
?*I,898$1E#;89.8
?*I,899$1F#;89.9
?*I,900$0E#;90
?*I,901$0F#;90.1
?*I,902$10#;90.2
?*I,903$11#;90.3
?*I,904$12#;90.4
?*I,905$13#;90.5
?*I,906$14#;90.6
?*I,907$15#;90.7
?*I,908$16#;90.8
?*I,909$17#;90.9
?*I,910$0F#;91
?*I,911$10#;91.1
?*I,912$11#;91.2
?*I,913$12#;91.3
?*I,914$13#;91.4
?*I,915$14#;91.5
?*I,916$15#;91.6
?*I,917$16#;91.7
?*I,918$17#;91.8
?*I,919$18#;91.9
?*I,920$10#;92
?*I,921$11#;92.1
?*I,922$12#;92.2
?*I,923$13#;92.3
?*I,924$14#;92.4
?*I,925$15#;92.5
?*I,926$16#;92.6
?*I,927$17#;92.7
?*I,928$18#;92.8
?*I,929$19#;92.9
?*I,930$11#;93
?*I,931$12#;93.1
?*I,932$13#;93.2
?*I,933$14#;93.3
?*I,934$15#;93.4
?*I,935$16#;93.5
?*I,936$17#;93.6
?*I,937$18#;93.7
?*I,938$19#;93.8
?*I,939$1A#;93.9
?*I,940$12#;94
?*I,941$13#;94.1
?*I,942$14#;94.2
?*I,943$15#;94.3
?*I,944$16#;94.4
?*I,945$17#;94.5
?*I,946$18#;94.6
?*I,947$19#;94.7
?*I,948$1A#;94.8
?*I,949$1B#;94.9
?*I,950$13#;95
?*I,951$14#;95.1
?*I,952$15#;95.2
?*I,953$16#;95.3
?*I,954$17#;95.4
?*I,955$18#;95.5
?*I,956$19#;95.6
?*I,957$1A#;95.7
?*I,958$1B#;95.8
?*I,959$1C#;95.9
?*I,960$14#;96
?*I,961$15#;96.1
?*I,962$16#;96.2
?*I,963$17#;96.3
?*I,964$18#;96.4
?*I,965$19#;96.5
?*I,966$1A#;96.6
?*I,967$1B#;96.7
?*I,968$1C#;96.8
?*I,969$1D#;96.9
?*I,970$15#;97
?*I,971$16#;97.1
?*I,972$17#;97.2
?*I,973$18#;97.3
?*I,974$19#;97.4
?*I,975$1A#;97.5
?*I,976$1B#;97.6
?*I,977$1C#;97.7
?*I,978$1D#;97.8
?*I,979$1E#;97.9
?*I,980$16#;98
?*I,981$17#;98.1
?*I,982$18#;98.2
?*I,983$19#;98.3
?*I,984$1A#;98.4
?*I,985$1B#;98.5
?*I,986$1C#;98.6
?*I,987$1D#;98.7
?*I,988$1E#;98.8
?*I,989$1F#;98.9
?*I,990$17#;99
?*I,991$18#;99.1
?*I,992$19#;99.2
?*I,993$1A#;99.3
?*I,994$1B#;99.4
?*I,995$1C#;99.5
?*I,996$1D#;99.6
?*I,997$1E#;99.7
?*I,998$1F#;99.8
?*I,999$20#;99.9
?*I,1000$36#;100
